t,success,mid,pmt,pg,sub_type,hr,bank,isFailed,failure_rate
2,0,urbanclap,NB,PAYTM,,2020-02-12 12,NB_IDFC,TRUE,1
1,1,countrydelight,CARD,PAYU,,2020-02-12 06,DCB,FALSE,0
1,1,medlife_prod,CARD,TPSL,,2020-02-12 10,ZILA SAHKARI BANK LTD MEERUT,FALSE,0
1,0,countrydelight,CARD,PAYU,,2020-02-12 10,IDFC Bank,TRUE,1
1,1,urbanclap,CARD,PAYTM,,2020-02-12 11,SOUTHCAROLINAF.C.U.,FALSE,0
2,1,pharmeasytech,NB,PAYU,,2020-02-12 13,NB_INDB,TRUE,0.5
1,0,urbanclap,CARD,PAYTM,,2020-02-12 03,Chase Bank,TRUE,1
1,0,urbanclap,NB,PAYTM,,2020-02-12 05,NB_INDB,TRUE,1
2,0,medlife_prod,NB,RAZORPAY,,2020-02-12 02,NB_INDB,TRUE,1
1,1,medlife_prod,NB,RAZORPAY,,2020-02-12 05,NB_ANDHRA,FALSE,0
1,1,medlife_prod,CARD,TPSL,,2020-02-12 08,MONEYACCESSSERVICE.INC.,FALSE,0
2,0,purplle.com,NB,PAYU,,2020-02-12 10,NB_KARN,TRUE,1
1,1,zivame,CARD,PAYU,,2020-02-12 15,Tamilnad Mercantile Bank,FALSE,0
1,0,drivezy,NB,GOCASHFREE,,2020-02-12 16,NB_FED,TRUE,1
1,1,urbanclap,CARD,PAYTM,,2020-02-12 16,South Indian Bank,FALSE,0
2,1,medlife_prod,CARD,TPSL,,2020-02-12 15,IDFC Bank,TRUE,0.5
1,1,countrydelight,CARD,PAYU,,2020-02-12 15,Thanjavur Central Coop Bank,FALSE,0
2,1,drivezy,CARD,GOCASHFREE,,2020-02-12 18,South Indian Bank,TRUE,0.5
3,0,fanfight,NB,RAZORPAY,,2020-02-12 14,NB_ANDHRA,TRUE,1
1,1,medlife_prod,CARD,TPSL,,2020-02-12 16,Airtel Payments Bank,FALSE,0
4,0,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 15,PAYZAPP,TRUE,1
1,0,purplle.com,NB,PAYTM,,2020-02-12 19,NB_IDFC,TRUE,1
1,1,medlife_prod,NB,RAZORPAY,,2020-02-12 13,NB_FED,FALSE,0
1,1,zivame,CARD,PAYU,,2020-02-12 10,SARVA HARYANA GRAMIN BANK,FALSE,0
1,1,medlife_prod,CARD,TPSL,,2020-02-12 13,Mudra Bank,FALSE,0
2,0,countrydelight,NB,PAYU,,2020-02-12 02,NB_AIRTEL,TRUE,1
2,2,fanfight,CARD,RAZORPAY,,2020-02-12 12,Kotak Bank,FALSE,0
3,2,medlife_prod,CARD,TPSL,,2020-02-12 02,The Catholic Syrian Bank,TRUE,0.333333333
3,2,fanfight,CARD,RAZORPAY,,2020-02-12 12,Airtel Payments Bank,TRUE,0.333333333
2,1,pharmeasytech,NB,PAYU,,2020-02-12 06,NB_CORP,TRUE,0.5
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 03,THE AKOLA DISTRICT CENTRAL COOP BANK LTD,FALSE,0
1,0,urbanclap,NB,PAYTM,,2020-02-12 00,NB_OBC,TRUE,1
1,1,medlife_prod,CARD,TPSL,,2020-02-12 10,IDFC Bank,FALSE,0
1,0,urbanclap,NB,PAYTM,,2020-02-12 12,NB_INDUS,TRUE,1
2,2,pharmeasytech,CARD,PAYU,,2020-02-12 09,Mudra Bank,FALSE,0
3,0,urbanclap,CARD,PAYTM,,2020-02-12 07,Kotak Bank,TRUE,1
2,2,fanfight,CARD,RAZORPAY,,2020-02-12 02,Mudra Bank,FALSE,0
4,2,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 09,JIOMONEY,TRUE,0.5
2,2,pharmeasytech,CARD,PAYU,,2020-02-12 02,Mudra Bank,FALSE,0
1,0,pharmeasytech,UPI,,UPI_COLLECT,2020-02-12 09,Zeta,TRUE,1
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 04,The Bharat Cooperative Bank,FALSE,0
2,1,medlife_prod,NB,RAZORPAY,,2020-02-12 06,NB_SARASB,TRUE,0.5
3,0,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 07,AIRTELMONEY,TRUE,1
3,0,fanfight,NB,RAZORPAY,,2020-02-12 08,NB_CUB,TRUE,1
2,0,fanfight,NB,RAZORPAY,,2020-02-12 08,NB_ALLB,TRUE,1
1,0,zivame,CARD,HDFC,,2020-02-12 05,OPERATINGENGINEERSLOCAL#3F.C.U.,TRUE,1
1,0,fanfight,NB,RAZORPAY,,2020-02-12 09,NB_IOB,TRUE,1
3,0,fanfight,NB,RAZORPAY,,2020-02-12 15,NB_OBC,TRUE,1
2,0,drivezy,CONSUMER_FINANCE,EPAYLATER,,2020-02-12 18,EPAYLATER,TRUE,1
1,1,fanfight,CARD,RAZORPAY,,2020-02-12 14,COMMUNITYBANK,FALSE,0
1,0,purplle.com,NB,PAYU,,2020-02-12 16,NB_UNIB,TRUE,1
1,0,drivezy,NB,GOCASHFREE,,2020-02-12 13,NB_IOB,TRUE,1
1,1,zivame,NB,PAYU,,2020-02-12 13,NB_IOB,FALSE,0
1,0,purplle.com,NB,PAYU,,2020-02-12 18,NB_KARN,TRUE,1
2,0,pharmeasytech,CARD,PAYU,,2020-02-12 15,IDFC Bank,TRUE,1
1,1,urbanclap,CARD,PAYTM,,2020-02-14 12,South Indian Bank,FALSE,0
1,0,countrydelight,NB,PAYTM,,2020-02-14 02,NB_DBS,TRUE,1
3,1,medlife_prod,NB,RAZORPAY,,2020-02-14 02,NB_TMB,TRUE,0.666666667
1,0,medlife_prod,NB,RAZORPAY,,2020-02-14 07,NB_KARN,TRUE,1
2,0,fanfight,CARD,GOCASHFREE,,2020-02-14 09,JILA SAHAKARI KENDRIYA BANK MYDT JAGDALPUR,TRUE,1
2,2,urbanclap,CARD,PAYTM,,2020-02-14 06,Saraswat Bank,FALSE,0
1,0,urbanclap,CARD,PAYTM,,2020-02-14 11,CORNERSTONEBANK,TRUE,1
1,1,urbanclap,NB,PAYTM,,2020-02-14 02,NB_INDUS,FALSE,0
1,0,urbanclap,NB,PAYTM,,2020-02-14 08,NB_SBBJ,TRUE,1
3,1,medlife_prod,CARD,TPSL,,2020-02-14 09,Karur Vysya Bank,TRUE,0.666666667
1,0,purplle.com,NB,PAYU,,2020-02-14 09,NB_SYNB,TRUE,1
1,0,drivezy,NB,GOCASHFREE,,2020-02-14 16,NB_KVB,TRUE,1
1,1,medlife_prod,NB,RAZORPAY,,2020-02-14 20,NB_SCB,FALSE,0
1,0,drivezy,NB,GOCASHFREE,,2020-02-14 19,NB_ANDHRA,TRUE,1
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 14,THE NIZAMABAD DISTRICT COOP CENTRAL BANK LTD,FALSE,0
1,1,countrydelight,NB,PAYU,,2020-02-14 13,NB_SOIB,FALSE,0
1,0,drivezy,NB,GOCASHFREE,,2020-02-14 15,NB_UNIB,TRUE,1
1,1,fanfight,CARD,GOCASHFREE,,2020-02-14 13,Bandhan Bank,FALSE,0
1,0,fanfight,NB,RAZORPAY,,2020-02-14 14,NB_OBC,TRUE,1
3,1,medlife_prod,CARD,TPSL,,2020-02-13 12,Saraswat Bank,TRUE,0.666666667
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 07,THE KRISHNA DISTRICT COOP CENTRAL BANK LTD,FALSE,0
4,0,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2020-02-13 07,AIRTELMONEY,TRUE,1
4,0,fanfight,NB,RAZORPAY,,2020-02-13 12,NB_CBI,TRUE,1
1,0,purplle.com,NB,PAYTM,,2020-02-13 12,NB_PNJSB,TRUE,1
2,0,drivezy,NB,GOCASHFREE,,2020-02-13 09,NB_SOIB,TRUE,1
2,0,fanfight,NB,PAYTM,,2020-02-13 07,NB_TMB,TRUE,1
1,0,urbanclap,NB,PAYTM,,2020-02-13 06,NB_FED,TRUE,1
1,0,urbanclap,NB,PAYTM,,2020-02-13 12,NB_SYNB,TRUE,1
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 03,THE SABARKANTHA DIST CENTRAL COOP BANK LTD,FALSE,0
1,1,countrydelight,CARD,PAYU,,2020-02-13 08,WOORIBANK,FALSE,0
1,0,pharmeasytech,NB,PAYTM,,2020-02-13 10,NB_UNIB,TRUE,1
1,1,urbanclap,CARD,PAYTM,,2020-02-13 11,THE KALUPUR COMMERCIAL CO OP BANK LTD,FALSE,0
1,0,fanfight,NB,RAZORPAY,,2020-02-13 13,NB_CBI,TRUE,1
1,1,fanfight,CARD,RAZORPAY,,2020-02-13 01,Karur Vysya Bank,FALSE,0
2,0,urbanclap,NB,PAYTM,,2020-02-13 11,NB_CUB,TRUE,1
9,3,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2020-02-13 09,AIRTELMONEY,TRUE,0.666666667
1,0,drivezy,NB,GOCASHFREE,,2020-02-13 05,NB_ANDHRA,TRUE,1
1,1,urbanclap,CARD,PAYTM,,2020-02-13 09,APNA SAHAKARI BANK LTD,FALSE,0
2,0,medlife_prod,CARD,TPSL,,2020-02-13 06,Kotak Bank,TRUE,1
1,0,medlife_prod,CARD,TPSL,,2020-02-13 09,Kotak Bank,TRUE,1
1,1,urbanclap,CARD,PAYTM,,2020-02-13 06,Tamilnad Mercantile Bank,FALSE,0
1,0,urbanclap,NB,,,2020-02-13 04,undefined,TRUE,1
2,1,urbanclap,CARD,PAYTM,,2020-02-13 08,The Bharat Cooperative Bank,TRUE,0.5
1,1,pharmeasytech,NB,PAYU,,2020-02-13 13,NB_FED,FALSE,0
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 05,South Indian Bank,FALSE,0
1,0,purplle.com,NB,PAYU,,2020-02-13 10,NB_TMB,TRUE,1
3,1,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2020-02-13 02,AIRTELMONEY,TRUE,0.666666667
2,2,pharmeasytech,CARD,PAYU,,2020-02-13 05,IDFC Bank,FALSE,0
3,1,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2020-02-13 16,AIRTELMONEY,TRUE,0.666666667
1,0,countrydelight,NB,PAYU,,2020-02-13 16,NB_ALLB,TRUE,1
1,0,drivezy,CARD,GOCASHFREE,,2020-02-13 16,The Bharat Cooperative Bank,TRUE,1
2,2,countrydelight,NB,PAYU,,2020-02-13 14,NB_IDFC,FALSE,0
1,1,countrydelight,NB,PAYU,,2020-02-13 16,NB_SYNB,FALSE,0
2,2,pharmeasytech,NB,PAYU,,2020-02-13 07,NB_INDUS,FALSE,0
4,0,fanfight,NB,RAZORPAY,,2020-02-13 15,NB_JNK,TRUE,1
2,1,urbanclap,CARD,PAYTM,,2020-02-13 16,Karur Vysya Bank,TRUE,0.5
4,1,countrydelight,NB,PAYU,,2020-02-13 17,NB_CORP,TRUE,0.75
4,0,fanfight,CARD,GOCASHFREE,,2020-02-13 15,SHIVAJI NAGARI SAHAKARI BANK LTD,TRUE,1
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 14,UTKAL GRAMEEN BANK,FALSE,0
1,0,urbanclap,CARD,PAYTM,,2020-02-13 21,Chase Bank,TRUE,1
1,1,countrydelight,CARD,PAYU,,2020-02-12 10,JANATA SAHAKARI BANK LTD PUNE,FALSE,0
2,1,purplle.com,CARD,PAYTM,,2020-02-12 09,SOUTHCAROLINAF.C.U.,TRUE,0.5
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 02,DCB,FALSE,0
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 08,J AND K GRAMEEN BANK,FALSE,0
1,1,countrydelight,CARD,PAYU,,2020-02-12 08,The Shamrao Vithal Cooperative Bank,FALSE,0
5,0,fanfight,NB,RAZORPAY,,2020-02-12 03,NB_BOBCORP,TRUE,1
1,0,countrydelight,CARD,PAYU,,2020-02-12 01,SOUTHCAROLINAF.C.U.,TRUE,1
1,0,fanfight,NB,RAZORPAY,,2020-02-12 04,NB_CBI,TRUE,1
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 12,UTTARAKHAND GRAMIN BANK,FALSE,0
1,0,purplle.com,NB,PAYTM,,2020-02-12 13,NB_ANDHRA,TRUE,1
1,0,fanfight,CARD,GOCASHFREE,,2020-02-12 01,Saraswat Bank,TRUE,1
1,0,pharmeasytech,CARD,,,2020-02-12 09,Zeta,TRUE,1
4,0,fanfight,NB,RAZORPAY,,2020-02-12 11,NB_BOBCORP,TRUE,1
2,0,urbanclap,NB,PAYTM,,2020-02-12 05,NB_VJYB,TRUE,1
2,1,drivezy,CONSUMER_FINANCE,EPAYLATER,,2020-02-12 03,EPAYLATER,TRUE,0.5
1,0,urbanclap,CARD,PAYTM,,2020-02-12 09,INGBELGIUMSA/NV,TRUE,1
2,2,countrydelight,CARD,PAYU,,2020-02-12 12,Punjab and Sind Bank,FALSE,0
1,1,medlife_prod,CARD,TPSL,,2020-02-12 04,Bandhan Bank,FALSE,0
1,1,purplle.com,CARD,PAYTM,,2020-02-12 12,BANGIYA GRAMIN VIKAS BANK,FALSE,0
1,1,pharmeasytech,NB,PAYU,,2020-02-12 09,NB_IOB,FALSE,0
3,0,fanfight,NB,RAZORPAY,,2020-02-12 10,NB_SYNB,TRUE,1
1,0,purplle.com,NB,PAYU,,2020-02-12 10,NB_CORP,TRUE,1
1,1,countrydelight,CARD,PAYU,,2020-02-12 09,DCB,FALSE,0
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 13,CALSTATE9C.U.,FALSE,0
1,1,purplle.com,CARD,PAYTM,,2020-02-12 02,Karur Vysya Bank,FALSE,0
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 09,THE NAINITAL BANK LTD,FALSE,0
1,0,urbanclap,CARD,PAYTM,,2020-02-12 19,Punjab and Sind Bank,TRUE,1
3,0,fanfight,NB,RAZORPAY,,2020-02-12 04,NB_ALLB,TRUE,1
1,0,drivezy,CONSUMER_FINANCE,EPAYLATER,,2020-02-12 06,EPAYLATER,TRUE,1
2,2,urbanclap,CARD,PAYTM,,2020-02-12 11,IDFC Bank,FALSE,0
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 06,BARODA UTTAR PRADESH GRAMIN BANK,FALSE,0
1,1,medlife_prod,CARD,TPSL,,2020-02-12 14,Karur Vysya Bank,FALSE,0
1,0,pharmeasytech,CARD,PAYU,,2020-02-12 13,Karur Vysya Bank,TRUE,1
2,1,drivezy,CARD,GOCASHFREE,,2020-02-12 16,Karur Vysya Bank,TRUE,0.5
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 17,THE ADARSH COOP URBAN BANK LTD,FALSE,0
2,1,fanfight,CARD,GOCASHFREE,,2020-02-12 15,DCB,TRUE,0.5
1,0,urbanclap,NB,PAYTM,,2020-02-12 16,NB_RBL,TRUE,1
1,1,medlife_prod,CARD,TPSL,,2020-02-12 14,Mudra Bank,FALSE,0
2,1,countrydelight,NB,PAYU,,2020-02-12 15,NB_SCB,TRUE,0.5
2,1,medlife_prod,CARD,TPSL,,2020-02-12 20,Kotak Bank,TRUE,0.5
1,0,zivame,CARD,PAYU,,2020-02-12 14,BANCORPBANK,TRUE,1
3,3,fanfight,CARD,RAZORPAY,,2020-02-12 14,Mudra Bank,FALSE,0
3,0,purplle.com,CARD,PAYTM,,2020-02-12 13,Karur Vysya Bank,TRUE,1
1,0,countrydelight,NB,PAYU,,2020-02-12 04,NB_CORP,TRUE,1
1,1,urbanclap,NB,PAYTM,,2020-02-12 03,NB_IOB,FALSE,0
1,1,countrydelight,CARD,PAYU,,2020-02-12 05,SOUTHCAROLINAF.C.U.,FALSE,0
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 04,Kotak Bank,FALSE,0
1,0,fanfight,NB,RAZORPAY,,2020-02-12 09,NB_BOBCORP,TRUE,1
1,0,fanfight,NB,RAZORPAY,,2020-02-12 09,NB_ANDHRA,TRUE,1
1,1,urbanclap,NB,PAYTM,,2020-02-12 10,NB_OBC,FALSE,0
1,0,fanfight,NB,RAZORPAY,,2020-02-12 04,NB_BBKM,TRUE,1
1,0,zivame,CARD,PAYU,,2020-02-12 02,SARVA HARYANA GRAMIN BANK,TRUE,1
1,1,zivame,CARD,HDFC,,2020-02-12 09,Kotak Bank,FALSE,0
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 06,COMMUNITYBANK,FALSE,0
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 05,KASHI GOMTI SAMYUT GRAMIN BANK,FALSE,0
2,0,fanfight,NB,RAZORPAY,,2020-02-12 12,NB_DENA,TRUE,1
2,2,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2020-02-12 11,AIRTELMONEY,FALSE,0
1,0,purplle.com,CARD,PAYTM,,2020-02-12 08,PURVANCHAL GRAMIN BANK,TRUE,1
2,0,fanfight,CARD,GOCASHFREE,,2020-02-12 12,Karur Vysya Bank,TRUE,1
1,1,medlife_prod,NB,RAZORPAY,,2020-02-12 12,NB_FED,FALSE,0
1,0,purplle.com,NB,PAYU,,2020-02-12 11,NB_IOB,TRUE,1
1,0,countrydelight,NB,PAYU,,2020-02-12 08,NB_SCB,TRUE,1
1,1,urbanclap,CARD,PAYTM,,2020-02-12 09,Bassein Catholic Bank,FALSE,0
1,0,pharmeasytech,NB,PAYU,,2020-02-12 10,NB_INDB,TRUE,1
1,0,zivame,CARD,RAZORPAY,,2020-02-12 10,BANCORPBANK,TRUE,1
1,0,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 05,JIOMONEY,TRUE,1
1,0,pharmeasytech,NB,PAYTM,,2020-02-12 06,NB_IOB,TRUE,1
1,0,fanfight,NB,RAZORPAY,,2020-02-12 17,NB_INDB,TRUE,1
1,1,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2020-02-12 10,AIRTELMONEY,FALSE,0
1,0,purplle.com,NB,PAYU,,2020-02-12 17,NB_INDB,TRUE,1
2,1,zivame,CARD,PAYU,,2020-02-12 17,United Bank of India,TRUE,0.5
2,1,countrydelight,NB,PAYU,,2020-02-12 18,NB_CITI,TRUE,0.5
1,0,purplle.com,CARD,PAYTM,,2020-02-12 21,The Bharat Cooperative Bank,TRUE,1
2,0,fanfight,NB,RAZORPAY,,2020-02-12 20,NB_JNK,TRUE,1
4,0,fanfight,NB,RAZORPAY,,2020-02-12 15,NB_CBI,TRUE,1
3,0,fanfight,NB,RAZORPAY,,2020-02-13 13,NB_INDB,TRUE,1
2,1,fanfight,NB,RAZORPAY,,2020-02-13 06,NB_ANDHRA,TRUE,0.5
2,1,countrydelight,NB,PAYU,,2020-02-13 06,NB_AIRTEL,TRUE,0.5
1,1,zivame,CARD,HDFC,,2020-02-13 08,The Shamrao Vithal Cooperative Bank,FALSE,0
2,2,countrydelight,CARD,PAYU,,2020-02-13 09,IDFC Bank,FALSE,0
1,1,zivame,CARD,PAYU,,2020-02-13 04,Lakshmi Vilas Bank,FALSE,0
1,1,zivame,CARD,PAYU,,2020-02-13 11,Saraswat Bank,FALSE,0
1,0,fanfight,NB,RAZORPAY,,2020-02-13 10,NB_PNBCORP,TRUE,1
2,0,drivezy,CARD,GOCASHFREE,,2020-02-13 08,IDFC Bank,TRUE,1
2,2,medlife_prod,CARD,TPSL,,2020-02-13 04,Tamilnad Mercantile Bank,FALSE,0
1,1,medlife_prod,CARD,TPSL,,2020-02-13 03,Karur Vysya Bank,FALSE,0
1,1,pharmeasytech,NB,PAYTM,,2020-02-13 12,NB_IOB,FALSE,0
3,0,medlife_prod,CARD,TPSL,,2020-02-13 06,Thanjavur Central Coop Bank,TRUE,1
1,1,zivame,CARD,PAYU,,2020-02-13 15,ASIACOMMERCIALBANK,FALSE,0
1,0,urbanclap,NB,PAYTM,,2020-02-13 15,NB_INDB,TRUE,1
7,0,fanfight,NB,RAZORPAY,,2020-02-13 12,NB_JNK,TRUE,1
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 05,BCCARDCO..LTD.,FALSE,0
1,1,medlife_prod,CARD,TPSL,,2020-02-13 03,SOUTHCAROLINAF.C.U.,FALSE,0
1,0,fanfight,NB,RAZORPAY,,2020-02-13 02,NB_INDB,TRUE,1
2,0,urbanclap,NB,PAYTM,,2020-02-13 10,NB_ALLB,TRUE,1
3,3,urbanclap,NB,PAYTM,,2020-02-13 06,NB_IDFC,FALSE,0
1,1,medlife_prod,NB,RAZORPAY,,2020-02-13 04,NB_TNSC,FALSE,0
1,1,urbanclap,NB,PAYTM,,2020-02-13 04,NB_CORP,FALSE,0
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 14,Mudra Bank,FALSE,0
2,0,fanfight,NB,RAZORPAY,,2020-02-13 10,NB_ALLB,TRUE,1
2,0,fanfight,NB,RAZORPAY,,2020-02-13 01,NB_ALLB,TRUE,1
2,0,drivezy,CONSUMER_FINANCE,EPAYLATER,,2020-02-13 13,EPAYLATER,TRUE,1
1,1,medlife_prod,NB,RAZORPAY,,2020-02-13 11,NB_SOIB,FALSE,0
1,0,zivame,NB,PAYU,,2020-02-13 06,NB_SYNB,TRUE,1
3,2,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2020-02-13 13,AIRTELMONEY,TRUE,0.333333333
1,1,medlife_prod,CARD,TPSL,,2020-02-13 13,Bandhan Bank,FALSE,0
1,1,medlife_prod,CARD,TPSL,,2020-02-13 16,Bandhan Bank,FALSE,0
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 16,South Indian Bank,FALSE,0
5,2,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2020-02-13 15,AIRTELMONEY,TRUE,0.6
3,0,fanfight,NB,RAZORPAY,,2020-02-13 17,NB_CBI,TRUE,1
3,0,drivezy,NB,GOCASHFREE,,2020-02-13 16,NB_KARN,TRUE,1
2,1,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2020-02-13 14,AIRTELMONEY,TRUE,0.5
1,1,zivame,NB,PAYU,,2020-02-13 14,NB_CUB,FALSE,0
1,0,fanfight,NB,RAZORPAY,,2020-02-13 16,NB_BOBCORP,TRUE,1
1,0,fanfight,NB,RAZORPAY,,2020-02-13 18,NB_UNIB,TRUE,1
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 16,COMMUNITYBANK,FALSE,0
1,0,fanfight,NB,RAZORPAY,,2020-02-13 14,NB_INDUS,TRUE,1
2,2,pharmeasytech,CARD,PAYU,,2020-02-13 15,Bandhan Bank,FALSE,0
2,2,urbanclap,NB,PAYTM,,2020-02-13 15,NB_INDUS,FALSE,0
1,0,pharmeasytech,CARD,PAYU,,2020-02-12 02,INVESTMENTBANKVESTA(LLC),TRUE,1
2,1,medlife_prod,CARD,TPSL,,2020-02-12 12,IDFC Bank,TRUE,0.5
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 10,SOUTHCAROLINAF.C.U.,FALSE,0
3,0,fanfight,NB,RAZORPAY,,2020-02-12 04,NB_JNK,TRUE,1
1,1,medlife_prod,CARD,TPSL,,2020-02-12 08,IDFC Bank,FALSE,0
1,1,urbanclap,CARD,PAYTM,,2020-02-12 09,DCB,FALSE,0
1,1,zivame,CARD,HDFC,,2020-02-12 04,Dhanalakshmi Bank,FALSE,0
1,0,fanfight,CARD,GOCASHFREE,,2020-02-12 07,BARODA UTTAR PRADESH GRAMIN BANK,TRUE,1
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 11,BCCARDCO..LTD.,FALSE,0
1,1,urbanclap,NB,PAYTM,,2020-02-12 10,NB_CBI,FALSE,0
2,0,fanfight,NB,PAYTM,,2020-02-12 09,NB_VJYB,TRUE,1
1,1,pharmeasytech,NB,RAZORPAY,,2020-02-12 08,NB_ALLB,FALSE,0
1,0,fanfight,CARD,GOCASHFREE,,2020-02-12 02,MADHYA BIHAR GRAMIN BANK,TRUE,1
2,0,urbanclap,NB,PAYTM,,2020-02-12 05,NB_DLS,TRUE,1
1,0,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 04,AIRTELMONEY,TRUE,1
1,1,purplle.com,CARD,PAYTM,,2020-02-12 00,South Indian Bank,FALSE,0
2,1,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2020-02-12 03,AIRTELMONEY,TRUE,0.5
1,1,countrydelight,NB,PAYU,,2020-02-12 03,NB_BOM,FALSE,0
1,0,pharmeasytech,NB,RAZORPAY,,2020-02-12 12,NB_BBKM,TRUE,1
1,0,fanfight,NB,RAZORPAY,,2020-02-12 13,NB_CORP,TRUE,1
1,1,zivame,CARD,HDFC,,2020-02-12 12,ING Vysya Bank,FALSE,0
2,1,medlife_prod,CARD,TPSL,,2020-02-12 03,South Indian Bank,TRUE,0.5
1,1,purplle.com,CARD,PAYTM,,2020-02-12 06,Kotak Bank,FALSE,0
1,1,fanfight,CARD,RAZORPAY,,2020-02-12 15,Karur Vysya Bank,FALSE,0
1,0,pharmeasytech,NB,PAYU,,2020-02-12 19,NB_CUB,TRUE,1
1,1,zivame,NB,PAYU,,2020-02-12 14,NB_FED,FALSE,0
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 17,The Shamrao Vithal Cooperative Bank,FALSE,0
1,0,countrydelight,CARD,PAYU,,2020-02-12 16,Karur Vysya Bank,TRUE,1
1,1,urbanclap,CARD,PAYTM,,2020-02-12 18,Mudra Bank,FALSE,0
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 14,Lakshmi Vilas Bank,FALSE,0
1,1,medlife_prod,CARD,TPSL,,2020-02-12 17,Kotak Bank,FALSE,0
1,0,countrydelight,NB,PAYU,,2020-02-12 18,NB_INDUS,TRUE,1
4,1,countrydelight,NB,PAYU,,2020-02-12 14,NB_AIRTEL,TRUE,0.75
1,1,zivame,CARD,PAYU,,2020-02-12 09,ODISHA GRAMYA BANK,FALSE,0
1,1,countrydelight,CARD,PAYU,,2020-02-12 07,Dhanalakshmi Bank,FALSE,0
1,1,medlife_prod,NB,RAZORPAY,,2020-02-12 07,NB_IDFC,FALSE,0
1,1,zivame,CARD,HDFC,,2020-02-12 03,South Indian Bank,FALSE,0
1,0,medlife_prod,CARD,TPSL,,2020-02-12 07,IDFC Bank,TRUE,1
3,3,urbanclap,CARD,PAYTM,,2020-02-12 12,DCB,FALSE,0
1,0,pharmeasytech,CARD,PAYU,,2020-02-12 08,Tamilnad Mercantile Bank,TRUE,1
2,1,fanfight,CARD,RAZORPAY,,2020-02-12 00,CALSTATE9C.U.,TRUE,0.5
1,0,fanfight,NB,RAZORPAY,,2020-02-12 11,NB_SYNB,TRUE,1
2,0,pharmeasytech,CARD,PAYU,,2020-02-12 17,Deutsche Bank,TRUE,1
1,1,medlife_prod,CARD,TPSL,,2020-02-12 04,Mudra Bank,FALSE,0
1,1,medlife_prod,CARD,TPSL,,2020-02-12 09,City Union Bank,FALSE,0
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 10,Bandhan Bank,FALSE,0
3,1,drivezy,CONSUMER_FINANCE,EPAYLATER,,2020-02-12 09,EPAYLATER,TRUE,0.666666667
1,0,medlife_prod,CARD,TPSL,,2020-02-12 11,OPERATINGENGINEERSLOCAL#3F.C.U.,TRUE,1
1,0,fanfight,NB,PAYTM,,2020-02-12 10,NB_BHARAT,TRUE,1
1,0,purplle.com,NB,PAYTM,,2020-02-12 01,NB_SYNB,TRUE,1
6,2,fanfight,CARD,RAZORPAY,,2020-02-12 15,Kotak Bank,TRUE,0.666666667
